External ID,S.no,Debit,Account ID,Credit ,Date,Entity,Entity ID,Invoice #,Memo,Debit Amt,Credit Amt
AUGCOGS-GV2024070,44.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,"XIAMEN DEYUAN PANMIN TRADING CO., LTD.",1295,GV2024070,"XIAMEN DEYUAN PANMIN TRADING CO., LTD. - Aug  material cost transferred from sps",,75
AUGCOGS-42256-invoice,45,A51001 - Freight - Out - Expense (New),981,,08/30/2025,"Jasfer Industry Co., Limited",137,42256-invoice,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",21553.23,
AUGCOGS-42256-invoice,45.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,"Jasfer Industry Co., Limited",137,42256-invoice,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,21553.23
AUGCOGS-42316-pi,46,A51001 - Freight - Out - Expense (New),981,,08/30/2025,Wolf Gordan,1294,42316-pi,Wolf Gordan - Aug  material cost transferred from sps,283.42,
AUGCOGS-42316-pi,46.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,Wolf Gordan,1294,42316-pi,Wolf Gordan - Aug  material cost transferred from sps,,283.42
AUGCOGS-MMG/24-25/11,47,A51001 - Freight - Out - Expense (New),981,,08/30/2025,MASOMEX GLOBAL,1266,MMG/24-25/11,MASOMEX GLOBAL - Aug  material cost transferred from sps,282.83,
AUGCOGS-MMG/24-25/11,47.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,MASOMEX GLOBAL,1266,MMG/24-25/11,MASOMEX GLOBAL - Aug  material cost transferred from sps,,282.83
AUGCOGS-24JSF10044,48,A51001 - Freight - Out - Expense (New),981,,08/30/2025,"Jasfer Industry Co., Limited",137,24JSF10044,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",75,
AUGCOGS-24JSF10044,48.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,"Jasfer Industry Co., Limited",137,24JSF10044,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,75
AUGCOGS-1-3594591,49,A51001 - Freight - Out - Expense (New),981,,08/30/2025,Tarkett,1288,1-3594591,Tarkett - Aug  material cost transferred from sps,1402,
AUGCOGS-1-3594591,49.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,Tarkett,1288,1-3594591,Tarkett - Aug  material cost transferred from sps,,1402
AUGCOGS-1-3594679,50,A51001 - Freight - Out - Expense (New),981,,08/30/2025,Tarkett,1288,1-3594679,Tarkett - Aug  material cost transferred from sps,1897,
AUGCOGS-1-3594679,50.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,Tarkett,1288,1-3594679,Tarkett - Aug  material cost transferred from sps,,1897
AUGCOGS-24JSF08051,51,A51001 - Freight - Out - Expense (New),981,,08/30/2025,"Jasfer Industry Co., Limited",137,24JSF08051,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",608.66,
AUGCOGS-24JSF08051,51.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,"Jasfer Industry Co., Limited",137,24JSF08051,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,608.66
AUGCOGS-43568 - pi,52,A51001 - Freight - Out - Expense (New),981,,08/30/2025,Tarkett,1288,43568 - pi,Tarkett - Aug  material cost transferred from sps,269.87,
AUGCOGS-43568 - pi,52.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,Tarkett,1288,43568 - pi,Tarkett - Aug  material cost transferred from sps,,269.87
AUGCOGS-24RT120602,53,A51001 - Freight - Out - Expense (New),981,,08/30/2025,"Jasfer Industry Co., Limited",137,24RT120602,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",1690.38,
AUGCOGS-24RT120602,53.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,"Jasfer Industry Co., Limited",137,24RT120602,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,1690.38
AUGCOGS-14658649,54,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Milliken,3521,14658649,Milliken - Aug  material cost transferred from sps,94.17,
AUGCOGS-14658649,54.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Milliken,3521,14658649,Milliken - Aug  material cost transferred from sps,,94.17
AUGCOGS-6122023,55,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Milliken,3521,6122023,Milliken - Aug  material cost transferred from sps,98.17,
AUGCOGS-6122023,55.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Milliken,3521,6122023,Milliken - Aug  material cost transferred from sps,,98.17
AUGCOGS-35479 - PI,56,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Sponge Cushion Inc.,1541,35479 - PI,Sponge Cushion Inc. - Aug  material cost transferred from sps,217.46,
AUGCOGS-35479 - PI,56.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Sponge Cushion Inc.,1541,35479 - PI,Sponge Cushion Inc. - Aug  material cost transferred from sps,,217.46
AUGCOGS-36648 - PI,57,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Hollywood Bed & Spring Co.,1256,36648 - PI,Hollywood Bed & Spring Co. - Aug  material cost transferred from sps,625,
AUGCOGS-36648 - PI,57.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Hollywood Bed & Spring Co.,1256,36648 - PI,Hollywood Bed & Spring Co. - Aug  material cost transferred from sps,,625
AUGCOGS-1-3569261,58,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Tarkett,1288,1-3569261,Tarkett - Aug  material cost transferred from sps,624.77,
AUGCOGS-1-3569261,58.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Tarkett,1288,1-3569261,Tarkett - Aug  material cost transferred from sps,,624.77
AUGCOGS-29876 - PI,59,A51001 - Freight - Out - Expense (New),981,,08/31/2025,The Coveworks Inc.,2398,29876 - PI,The Coveworks Inc. - Aug  material cost transferred from sps,770,
AUGCOGS-29876 - PI,59.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,The Coveworks Inc.,2398,29876 - PI,The Coveworks Inc. - Aug  material cost transferred from sps,,770
AUGCOGS-14658649,60,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Milliken,3521,14658649,Milliken - Aug  material cost transferred from sps,96.75,
AUGCOGS-14658649,60.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Milliken,3521,14658649,Milliken - Aug  material cost transferred from sps,,96.75
AUGCOGS-25RT011606,61,A51001 - Freight - Out - Expense (New),981,,08/29/2025,"Jasfer Industry Co., Limited",137,25RT011606,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",80,
AUGCOGS-25RT011606,61.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/29/2025,"Jasfer Industry Co., Limited",137,25RT011606,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,80
AUGCOGS-25RT011606,62,A12001 - Inventory (New),953,,08/29/2025,"Jasfer Industry Co., Limited",137,25RT011606,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",80,
AUGCOGS-25RT011606,62.5,,981,A51001 - Freight - Out - Expense (New),08/29/2025,"Jasfer Industry Co., Limited",137,25RT011606,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,80
AUGCOGS-24JSF11027,63,A51001 - Freight - Out - Expense (New),981,,08/29/2025,"Jasfer Industry Co., Limited",137,24JSF11027,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",80,
AUGCOGS-24JSF11027,63.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/29/2025,"Jasfer Industry Co., Limited",137,24JSF11027,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,80
AUGCOGS-24JSF11027,64,A12001 - Inventory (New),953,,08/29/2025,"Jasfer Industry Co., Limited",137,24JSF11027,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",80,
AUGCOGS-24JSF11027,64.5,,981,A51001 - Freight - Out - Expense (New),08/29/2025,"Jasfer Industry Co., Limited",137,24JSF11027,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,80
AUGCOGS-8302025,65,A51001 - Freight - Out - Expense (New),981,,08/29/2025,"Jasfer Industry Co., Limited",137,8302025,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",15330.11,
AUGCOGS-8302025,65.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/29/2025,"Jasfer Industry Co., Limited",137,8302025,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,15330.11
AUGCOGS-8302025,66,A12001 - Inventory (New),953,,08/29/2025,"Jasfer Industry Co., Limited",137,8302025,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",15330.11,
AUGCOGS-8302025,66.5,,981,A51001 - Freight - Out - Expense (New),08/29/2025,"Jasfer Industry Co., Limited",137,8302025,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,15330.11
AUGCOGS-25013074,67,A51001 - Freight - Out - Expense (New),981,,08/29/2025,StonePeak Ceramics Inc-30593,228,25013074,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,4095,
AUGCOGS-25013074,67.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/29/2025,StonePeak Ceramics Inc-30593,228,25013074,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,,4095
AUGCOGS-25013074,68,A12001 - Inventory (New),953,,08/29/2025,StonePeak Ceramics Inc-30593,228,25013074,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,4095,
AUGCOGS-25013074,68.5,,981,A51001 - Freight - Out - Expense (New),08/29/2025,StonePeak Ceramics Inc-30593,228,25013074,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,,4095
AUGCOGS-25013566,69,A51001 - Freight - Out - Expense (New),981,,08/29/2025,StonePeak Ceramics Inc-30593,228,25013566,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,455,
AUGCOGS-25013566,69.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/29/2025,StonePeak Ceramics Inc-30593,228,25013566,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,,455
AUGCOGS-25013566,70,A12001 - Inventory (New),953,,08/29/2025,StonePeak Ceramics Inc-30593,228,25013566,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,455,
AUGCOGS-25013566,70.5,,981,A51001 - Freight - Out - Expense (New),08/29/2025,StonePeak Ceramics Inc-30593,228,25013566,StonePeak Ceramics Inc-30593 - Aug  material cost transferred from sps,,455
AUGCOGS-880,71,A51001 - Freight - Out - Expense (New),981,,08/30/2025,Oriental Weavers International Egypt,2326,880,Oriental Weavers International Egypt - Aug  material cost transferred from sps,3760,
AUGCOGS-880,71.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,Oriental Weavers International Egypt,2326,880,Oriental Weavers International Egypt - Aug  material cost transferred from sps,,3760
AUGCOGS-880,72,A12001 - Inventory (New),953,,08/30/2025,Oriental Weavers International Egypt,2326,880,Oriental Weavers International Egypt - Aug  material cost transferred from sps,3760,
AUGCOGS-880,72.5,,981,A51001 - Freight - Out - Expense (New),08/30/2025,Oriental Weavers International Egypt,2326,880,Oriental Weavers International Egypt - Aug  material cost transferred from sps,,3760
AUGCOGS-881,73,A51001 - Freight - Out - Expense (New),981,,08/30/2025,Oriental Weavers International Egypt,2326,881,Oriental Weavers International Egypt - Aug  material cost transferred from sps,3760,
AUGCOGS-881,73.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/30/2025,Oriental Weavers International Egypt,2326,881,Oriental Weavers International Egypt - Aug  material cost transferred from sps,,3760
AUGCOGS-881,74,A12001 - Inventory (New),953,,08/30/2025,Oriental Weavers International Egypt,2326,881,Oriental Weavers International Egypt - Aug  material cost transferred from sps,3760,
AUGCOGS-881,74.5,,981,A51001 - Freight - Out - Expense (New),08/30/2025,Oriental Weavers International Egypt,2326,881,Oriental Weavers International Egypt - Aug  material cost transferred from sps,,3760
AUGCOGS-1-3581874,75,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Tarkett,1288,1-3581874,Tarkett - Aug  material cost transferred from sps,305.59,
AUGCOGS-1-3581874,75.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Tarkett,1288,1-3581874,Tarkett - Aug  material cost transferred from sps,,305.59
AUGCOGS-33518/VE,76,A51001 - Freight - Out - Expense (New),981,,08/31/2025,ATLAS CONCORDE S.p.A,1232,33518/VE,ATLAS CONCORDE S.p.A - Aug  material cost transferred from sps,9.2,
AUGCOGS-33518/VE,76.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,ATLAS CONCORDE S.p.A,1232,33518/VE,ATLAS CONCORDE S.p.A - Aug  material cost transferred from sps,,9.2
AUGCOGS-25BL031401,77,A51001 - Freight - Out - Expense (New),981,,08/31/2025,"Jasfer Industry Co., Limited",137,25BL031401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",63.64,
AUGCOGS-25BL031401,77.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,"Jasfer Industry Co., Limited",137,25BL031401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,63.64
AUGCOGS-25BL031401,78,A12001 - Inventory (New),953,,08/31/2025,"Jasfer Industry Co., Limited",137,25BL031401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",63.64,
AUGCOGS-25BL031401,78.5,,981,A51001 - Freight - Out - Expense (New),08/31/2025,"Jasfer Industry Co., Limited",137,25BL031401,"Jasfer Industry Co., Limited - Aug  material cost transferred from sps",,63.64
AUGCOGS-KV20231005P01,79,A51001 - Freight - Out - Expense (New),981,,08/31/2025,Aluguard,48,KV20231005P01,Aluguard - Aug  material cost transferred from sps,711,
AUGCOGS-KV20231005P01,79.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,Aluguard,48,KV20231005P01,Aluguard - Aug  material cost transferred from sps,,711
AUGCOGS-KV20231005P01,80,A12001 - Inventory (New),953,,08/31/2025,Aluguard,48,KV20231005P01,Aluguard - Aug  material cost transferred from sps,711,
AUGCOGS-KV20231005P01,80.5,,981,A51001 - Freight - Out - Expense (New),08/31/2025,Aluguard,48,KV20231005P01,Aluguard - Aug  material cost transferred from sps,,711
AUGCOGS-MMG/24-25/12,81,A51001 - Freight - Out - Expense (New),981,,08/31/2025,MASOMEX GLOBAL,1266,MMG/24-25/12,MASOMEX GLOBAL - Aug  material cost transferred from sps,2535,
AUGCOGS-MMG/24-25/12,81.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,MASOMEX GLOBAL,1266,MMG/24-25/12,MASOMEX GLOBAL - Aug  material cost transferred from sps,,2535
AUGCOGS-MMG/24-25/12,82,A12001 - Inventory (New),953,,08/31/2025,MASOMEX GLOBAL,1266,MMG/24-25/12,MASOMEX GLOBAL - Aug  material cost transferred from sps,2535,
AUGCOGS-MMG/24-25/12,82.5,,981,A51001 - Freight - Out - Expense (New),08/31/2025,MASOMEX GLOBAL,1266,MMG/24-25/12,MASOMEX GLOBAL - Aug  material cost transferred from sps,,2535
AUGCOGS-SR272-02P. CTN#15-1,83,A51001 - Freight - Out - Expense (New),981,,08/31/2025,"Unite Oak International,Inc.",258,SR272-02P. CTN#15-1,"Unite Oak International,Inc. - Aug  material cost transferred from sps",30,
AUGCOGS-SR272-02P. CTN#15-1,83.5,,966,A20001 - Accounts Payable Suppliers & Vendors (New),08/31/2025,"Unite Oak International,Inc.",258,SR272-02P. CTN#15-1,"Unite Oak International,Inc. - Aug  material cost transferred from sps",,30
AUGCOGS-SR272-02P. CTN#15-1,84,A12001 - Inventory (New),953,,08/31/2025,"Unite Oak International,Inc.",258,SR272-02P. CTN#15-1,"Unite Oak International,Inc. - Aug  material cost transferred from sps",30,
