EXTERNAL ID,S.no,Debit,Acount ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit Amt,Credit Amt,0
EXTERNAL -33495/7,2,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Magnolia LXR Dallas TX -,3370,33495/7,Magnolia LXR Dallas TX -Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,3554.96,,
EXTERNAL -33495/7,2.5,,953,A12001 - Inventory (New),953,07/01/2025,Magnolia LXR Dallas TX -,3370,33495/7,Magnolia LXR Dallas TX -Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,3554.96,
EXTERNAL -33565/10,4,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,LA QUINTA ORLANDO,2678,33565/10,LA QUINTA ORLANDOImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,893.18,,
EXTERNAL -33565/10,4.5,,953,A12001 - Inventory (New),953,07/01/2025,LA QUINTA ORLANDO,2678,33565/10,LA QUINTA ORLANDOImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,893.18,
EXTERNAL -33722/5,5,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,LaQuinta/Hawthone - Knoxville TN - AMit,3367,33722/5,LaQuinta/Hawthone - Knoxville TN - AMitImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,848.00,,
EXTERNAL -33722/5,5.5,,953,A12001 - Inventory (New),953,07/01/2025,LaQuinta/Hawthone - Knoxville TN - AMit,3367,33722/5,LaQuinta/Hawthone - Knoxville TN - AMitImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,848.00,
EXTERNAL -34086/8,8,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Magnolia LXR Dallas TX -,3370,34086/8,Magnolia LXR Dallas TX -Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,10311.03,,
EXTERNAL -34086/8,8.5,,953,A12001 - Inventory (New),953,07/01/2025,Magnolia LXR Dallas TX -,3370,34086/8,Magnolia LXR Dallas TX -Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,10311.03,
EXTERNAL -34113/2,9,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,"La Quinta, Anaheim CA",3361,34113/2,"La Quinta, Anaheim CAImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,980.95,,
EXTERNAL -34113/2,9.5,,953,A12001 - Inventory (New),953,07/01/2025,"La Quinta, Anaheim CA",3361,34113/2,"La Quinta, Anaheim CAImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,,980.95,
EXTERNAL -34289/3,10,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,LaQuinta Yakima WA,2619,34289/3,LaQuinta Yakima WAImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,541.70,,
EXTERNAL -34289/3,10.5,,953,A12001 - Inventory (New),953,07/01/2025,LaQuinta Yakima WA,2619,34289/3,LaQuinta Yakima WAImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,541.70,
EXTERNAL -34967,11,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,LaQuinta Inn & Suites Oxford AL,2752,34967,LaQuinta Inn & Suites Oxford ALImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,3300.55,,
EXTERNAL -34967,11.5,,953,A12001 - Inventory (New),953,07/01/2025,LaQuinta Inn & Suites Oxford AL,2752,34967,LaQuinta Inn & Suites Oxford ALImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,3300.55,
EXTERNAL -35518,12,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Hampton Downtown Montgomery,2761,35518,Hampton Downtown MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,28372.90,,
EXTERNAL -35518,12.5,,953,A12001 - Inventory (New),953,07/01/2025,Hampton Downtown Montgomery,2761,35518,Hampton Downtown MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,28372.90,
EXTERNAL -36158,13,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Graniti Vicentia,1938,36158,Graniti VicentiaImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,1277.06,,
EXTERNAL -36158,13.5,,953,A12001 - Inventory (New),953,07/01/2025,Graniti Vicentia,1938,36158,Graniti VicentiaImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,1277.06,
EXTERNAL -36159/4,14,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Graniti Vicentia,1938,36159/4,Graniti VicentiaImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,2609.63,,
EXTERNAL -36159/4,14.5,,953,A12001 - Inventory (New),953,07/01/2025,Graniti Vicentia,1938,36159/4,Graniti VicentiaImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,2609.63,
EXTERNAL -36221,15,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,CANDLEWOOD EASTRIDGE TN,3323,36221,CANDLEWOOD EASTRIDGE TNImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,386.87,,
EXTERNAL -36221,15.5,,953,A12001 - Inventory (New),953,07/01/2025,CANDLEWOOD EASTRIDGE TN,3323,36221,CANDLEWOOD EASTRIDGE TNImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,386.87,
EXTERNAL -37579/3,17,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Fairfield Townplace East Hartford,3335,37579/3,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,23478.33,,
EXTERNAL -37579/3,17.5,,953,A12001 - Inventory (New),953,07/01/2025,Fairfield Townplace East Hartford,3335,37579/3,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,23478.33,
EXTERNAL -37759/3,18,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,"ELEMENT FORTSMITH, ARKANSAS",3330,37759/3,"ELEMENT FORTSMITH, ARKANSASImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,8127.55,,
EXTERNAL -37759/3,18.5,,953,A12001 - Inventory (New),953,07/01/2025,"ELEMENT FORTSMITH, ARKANSAS",3330,37759/3,"ELEMENT FORTSMITH, ARKANSASImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,,8127.55,
EXTERNAL -37959/2,19,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,Monsoon Flower LLC,1720,37959/2,Monsoon Flower LLCImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,12463.65,,
EXTERNAL -37959/2,19.5,,953,A12001 - Inventory (New),953,07/01/2025,Monsoon Flower LLC,1720,37959/2,Monsoon Flower LLCImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,12463.65,
EXTERNAL -38130,20,A50001 - Cost Of Goods Sold (New),977,,,07/01/2025,"Pitt-Cran Hospitality, LLC/ Wingate Cranberry",3377,38130,"Pitt-Cran Hospitality, LLC/ Wingate CranberryImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,787.36,,
EXTERNAL -38130,20.5,,953,A12001 - Inventory (New),953,07/01/2025,"Pitt-Cran Hospitality, LLC/ Wingate Cranberry",3377,38130,"Pitt-Cran Hospitality, LLC/ Wingate CranberryImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,,787.36,
EXTERNAL -35796/2,21,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Fairfield Townplace East Hartford,3335,35796/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,5111.26,,
EXTERNAL -35796/2,21.5,,953,A12001 - Inventory (New),953,07/07/2025,Fairfield Townplace East Hartford,3335,35796/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,5111.26,
EXTERNAL -35807,22,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Fairfield Townplace East Hartford,3335,35807,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,1418.87,,
EXTERNAL -35807,22.5,,953,A12001 - Inventory (New),953,07/07/2025,Fairfield Townplace East Hartford,3335,35807,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,1418.87,
EXTERNAL -35808,23,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Fairfield Townplace East Hartford,3335,35808,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,7421.01,,
EXTERNAL -35808,23.5,,953,A12001 - Inventory (New),953,07/07/2025,Fairfield Townplace East Hartford,3335,35808,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,7421.01,
EXTERNAL -35812,24,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Fairfield Townplace East Hartford,3335,35812,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,27258.19,,
EXTERNAL -35812,24.5,,953,A12001 - Inventory (New),953,07/07/2025,Fairfield Townplace East Hartford,3335,35812,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,27258.19,
EXTERNAL -37579/2,25,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Fairfield Townplace East Hartford,3335,37579/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,358.55,,
EXTERNAL -37579/2,25.5,,953,A12001 - Inventory (New),953,07/07/2025,Fairfield Townplace East Hartford,3335,37579/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,358.55,
EXTERNAL -38235/4,26,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Hampton Inn Nashville,3338,38235/4,Hampton Inn NashvilleImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,6139.05,,
EXTERNAL -38235/4,26.5,,953,A12001 - Inventory (New),953,07/07/2025,Hampton Inn Nashville,3338,38235/4,Hampton Inn NashvilleImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,6139.05,
EXTERNAL -38382/3,27,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Auburn Hospitality Group,1548,38382/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,207.44,,
EXTERNAL -38382/3,27.5,,953,A12001 - Inventory (New),953,07/07/2025,Auburn Hospitality Group,1548,38382/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,207.44,
EXTERNAL -38403/2,28,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Auburn Hospitality Group,1548,38403/2,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,570.62,,
EXTERNAL -38403/2,28.5,,953,A12001 - Inventory (New),953,07/07/2025,Auburn Hospitality Group,1548,38403/2,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,570.62,
EXTERNAL -38403/3,29,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Auburn Hospitality Group,1548,38403/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,518.72,,
EXTERNAL -38403/3,29.5,,953,A12001 - Inventory (New),953,07/07/2025,Auburn Hospitality Group,1548,38403/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,518.72,
EXTERNAL -38403/4,30,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Auburn Hospitality Group,1548,38403/4,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,3038.69,,
EXTERNAL -38403/4,30.5,,953,A12001 - Inventory (New),953,07/07/2025,Auburn Hospitality Group,1548,38403/4,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,3038.69,
EXTERNAL -38738,31,A50001 - Cost Of Goods Sold (New),977,,,07/07/2025,Auburn Hospitality Group,1548,38738,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,527.46,,
EXTERNAL -38738,31.5,,953,A12001 - Inventory (New),953,07/07/2025,Auburn Hospitality Group,1548,38738,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,527.46,
EXTERNAL -38394/3,34,A50001 - Cost Of Goods Sold (New),977,,,07/08/2025,Auburn Hospitality Group,1548,38394/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,6013.29,,
EXTERNAL -38394/3,34.5,,953,A12001 - Inventory (New),953,07/08/2025,Auburn Hospitality Group,1548,38394/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,6013.29,
EXTERNAL -38396,35,A50001 - Cost Of Goods Sold (New),977,,,07/08/2025,Auburn Hospitality Group,1548,38396,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,436.38,,
EXTERNAL -38396,35.5,,953,A12001 - Inventory (New),953,07/08/2025,Auburn Hospitality Group,1548,38396,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,436.38,
EXTERNAL -38637,36,A50001 - Cost Of Goods Sold (New),977,,,07/08/2025,Hampton Inn Nashville,3338,38637,Hampton Inn NashvilleImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,18175.81,,
EXTERNAL -38637,36.5,,953,A12001 - Inventory (New),953,07/08/2025,Hampton Inn Nashville,3338,38637,Hampton Inn NashvilleImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,18175.81,
EXTERNAL -35797/2,37,A50001 - Cost Of Goods Sold (New),977,,,07/09/2025,Fairfield Townplace East Hartford,3335,35797/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,44426.08,,
EXTERNAL -35797/2,37.5,,953,A12001 - Inventory (New),953,07/09/2025,Fairfield Townplace East Hartford,3335,35797/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,44426.08,
EXTERNAL -35809/2,38,A50001 - Cost Of Goods Sold (New),977,,,07/09/2025,Fairfield Townplace East Hartford,3335,35809/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,43182.94,,
EXTERNAL -35809/2,38.5,,953,A12001 - Inventory (New),953,07/09/2025,Fairfield Townplace East Hartford,3335,35809/2,Fairfield Townplace East HartfordImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,43182.94,
EXTERNAL -37676/2,39,A50001 - Cost Of Goods Sold (New),977,,,07/09/2025,Ascent Residence inn Montgomery,3320,37676/2,Ascent Residence inn MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,183269.71,,
EXTERNAL -37676/2,39.5,,953,A12001 - Inventory (New),953,07/09/2025,Ascent Residence inn Montgomery,3320,37676/2,Ascent Residence inn MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,183269.71,
EXTERNAL -37683/7,40,A50001 - Cost Of Goods Sold (New),977,,,07/09/2025,Ascent Residence inn Montgomery,3320,37683/7,Ascent Residence inn MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,783.96,,
EXTERNAL -37683/7,40.5,,953,A12001 - Inventory (New),953,07/09/2025,Ascent Residence inn Montgomery,3320,37683/7,Ascent Residence inn MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,783.96,
EXTERNAL -35431/7,42,A50001 - Cost Of Goods Sold (New),977,,,07/11/2025,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,35431/7,"Jay Sun Hospitality LLC / La Quinta La Habra,CAImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,0.00,,
EXTERNAL -35431/7,42.5,,953,A12001 - Inventory (New),953,07/11/2025,"Jay Sun Hospitality LLC / La Quinta La Habra,CA",3351,35431/7,"Jay Sun Hospitality LLC / La Quinta La Habra,CAImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,,0.00,
EXTERNAL -37061/6,44,A50001 - Cost Of Goods Sold (New),977,,,07/11/2025,DFW Joseph Investments LLC,1708,37061/6,DFW Joseph Investments LLCImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,41969.68,,
EXTERNAL -37061/6,44.5,,953,A12001 - Inventory (New),953,07/11/2025,DFW Joseph Investments LLC,1708,37061/6,DFW Joseph Investments LLCImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,41969.68,
EXTERNAL -37271/12,45,A50001 - Cost Of Goods Sold (New),977,,,07/11/2025,Northlake Innkeepers I Ltd.,3375,37271/12,Northlake Innkeepers I Ltd.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,2002.92,,
EXTERNAL -37271/12,45.5,,953,A12001 - Inventory (New),953,07/11/2025,Northlake Innkeepers I Ltd.,3375,37271/12,Northlake Innkeepers I Ltd.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,2002.92,
EXTERNAL -37288/5,46,A50001 - Cost Of Goods Sold (New),977,,,07/11/2025,Northlake Innkeepers I Ltd.,3375,37288/5,Northlake Innkeepers I Ltd.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,3301.16,,
EXTERNAL -37288/5,46.5,,953,A12001 - Inventory (New),953,07/11/2025,Northlake Innkeepers I Ltd.,3375,37288/5,Northlake Innkeepers I Ltd.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,3301.16,
EXTERNAL -37288/6,47,A50001 - Cost Of Goods Sold (New),977,,,07/11/2025,Northlake Innkeepers I Ltd.,3375,37288/6,Northlake Innkeepers I Ltd.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,1429.80,,
EXTERNAL -37288/6,47.5,,953,A12001 - Inventory (New),953,07/11/2025,Northlake Innkeepers I Ltd.,3375,37288/6,Northlake Innkeepers I Ltd.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,1429.80,
EXTERNAL -37762/3,48,A50001 - Cost Of Goods Sold (New),977,,,07/11/2025,DFW Joseph Investments LLC,1708,37762/3,DFW Joseph Investments LLCImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,2299.00,,
EXTERNAL -37762/3,48.5,,953,A12001 - Inventory (New),953,07/11/2025,DFW Joseph Investments LLC,1708,37762/3,DFW Joseph Investments LLCImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,2299.00,
EXTERNAL -36569/2,49,A50001 - Cost Of Goods Sold (New),977,,,7/14/2025,Prince Preferred Hotels,649,36569/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,4467.28,,
EXTERNAL -36569/2,49.5,,953,A12001 - Inventory (New),953,7/14/2025,Prince Preferred Hotels,649,36569/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,4467.28,
EXTERNAL -36576/2,50,A50001 - Cost Of Goods Sold (New),977,,,7/14/2025,Prince Preferred Hotels,649,36576/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,14000.89,,
EXTERNAL -36576/2,50.5,,953,A12001 - Inventory (New),953,7/14/2025,Prince Preferred Hotels,649,36576/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,14000.89,
EXTERNAL -36580/2,51,A50001 - Cost Of Goods Sold (New),977,,,7/14/2025,Prince Preferred Hotels,649,36580/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,419.36,,
EXTERNAL -36580/2,51.5,,953,A12001 - Inventory (New),953,7/14/2025,Prince Preferred Hotels,649,36580/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,419.36,
EXTERNAL -36582/2,52,A50001 - Cost Of Goods Sold (New),977,,,7/14/2025,Prince Preferred Hotels,649,36582/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,6129.97,,
EXTERNAL -36582/2,52.5,,953,A12001 - Inventory (New),953,7/14/2025,Prince Preferred Hotels,649,36582/2,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,6129.97,
EXTERNAL -36583/4,53,A50001 - Cost Of Goods Sold (New),977,,,7/14/2025,Prince Preferred Hotels,649,36583/4,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,449.80,,
EXTERNAL -36583/4,53.5,,953,A12001 - Inventory (New),953,7/14/2025,Prince Preferred Hotels,649,36583/4,Prince Preferred HotelsImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,449.80,
EXTERNAL -38388/2,54,A50001 - Cost Of Goods Sold (New),977,,,7/14/2025,Auburn Hospitality Group,1548,38388/2,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,187888.10,,
EXTERNAL -38388/2,54.5,,953,A12001 - Inventory (New),953,7/14/2025,Auburn Hospitality Group,1548,38388/2,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,187888.10,
EXTERNAL -38386/3,55,A50001 - Cost Of Goods Sold (New),977,,,7/16/2025,Auburn Hospitality Group,1548,38386/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,29426.30,,
EXTERNAL -38386/3,55.5,,953,A12001 - Inventory (New),953,7/16/2025,Auburn Hospitality Group,1548,38386/3,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,29426.30,
EXTERNAL -38394/2,56,A50001 - Cost Of Goods Sold (New),977,,,7/16/2025,Auburn Hospitality Group,1548,38394/2,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,4262.00,,
EXTERNAL -38394/2,56.5,,953,A12001 - Inventory (New),953,7/16/2025,Auburn Hospitality Group,1548,38394/2,Auburn Hospitality GroupImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,4262.00,
EXTERNAL -38213/6,57,A50001 - Cost Of Goods Sold (New),977,,,7/18/2025,Hampton Inn Nashville,3338,38213/6,Hampton Inn NashvilleImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,109103.20,,
EXTERNAL -38213/6,57.5,,953,A12001 - Inventory (New),953,7/18/2025,Hampton Inn Nashville,3338,38213/6,Hampton Inn NashvilleImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,109103.20,
EXTERNAL -DO24-00152,58,A50001 - Cost Of Goods Sold (New),977,,,7/18/2025,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTD,2039,DO24-00152,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTDImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,5200.00,,
EXTERNAL -DO24-00152,58.5,,953,A12001 - Inventory (New),953,7/18/2025,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTD,2039,DO24-00152,HEBEI VINCENTAA SCULPTURE ENGINEER CO LTDImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,5200.00,
EXTERNAL -45839,60,A50001 - Cost Of Goods Sold (New),977,,,7/23/2025,"Jasfer Industry Co., Limited",137,45839,"Jasfer Industry Co., LimitedImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,19568.12,,
EXTERNAL -45839,60.5,,953,A12001 - Inventory (New),953,7/23/2025,"Jasfer Industry Co., Limited",137,45839,"Jasfer Industry Co., LimitedImport July 25 cogs for materials from SPS to Netsuite",Import July 25 cogs for materials from SPS to Netsuite,,19568.12,
EXTERNAL -37678/6,62,A50001 - Cost Of Goods Sold (New),977,,,7/24/2025,Ascent Residence inn Montgomery,3320,37678/6,Ascent Residence inn MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,32463.58,,
EXTERNAL -37678/6,62.5,,953,A12001 - Inventory (New),953,7/24/2025,Ascent Residence inn Montgomery,3320,37678/6,Ascent Residence inn MontgomeryImport July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,32463.58,
EXTERNAL -38301/3,63,A50001 - Cost Of Goods Sold (New),977,,,7/25/2025,Chesterfield Hospitality Inc.,1558,38301/3,Chesterfield Hospitality Inc.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,8893.70,,
EXTERNAL -38301/3,63.5,,953,A12001 - Inventory (New),953,7/25/2025,Chesterfield Hospitality Inc.,1558,38301/3,Chesterfield Hospitality Inc.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,,8893.70,
EXTERNAL -38304/2,64,A50001 - Cost Of Goods Sold (New),977,,,7/25/2025,Chesterfield Hospitality Inc.,1558,38304/2,Chesterfield Hospitality Inc.Import July 25 cogs for materials from SPS to Netsuite,Import July 25 cogs for materials from SPS to Netsuite,2033.83,,
