External ID,S.no,Debit,Account ID,Debit Internal ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit AMT,Credit AMT
EXTERNAL - 24BL111403-Inventory,370.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111403-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24BL111405-Inventory,371,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111405-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 24BL111405-Inventory,371.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111405-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24BL111406-Inventory,372,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111406-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,38.00,
EXTERNAL - 24BL111406-Inventory,372.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111406-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,38.00
EXTERNAL - 24BL111407-Inventory,373,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111407-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,38.00,
EXTERNAL - 24BL111407-Inventory,373.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL111407-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,38.00
EXTERNAL - 24JSF11021-Inventory,374,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF11021-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 24JSF11021-Inventory,374.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF11021-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24JSF11037-Inventory,375,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF11037-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,20.00,
EXTERNAL - 24JSF11037-Inventory,375.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF11037-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,20.00
EXTERNAL - 24BL112302-Inventory,376,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL112302-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,4.00,
EXTERNAL - 24BL112302-Inventory,376.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL112302-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,4.00
EXTERNAL - 24JSF10045-Inventory,377,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF10045-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,174.50,
EXTERNAL - 24JSF10045-Inventory,377.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF10045-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,174.50
EXTERNAL - 24JSF11049-Inventory,378,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF11049-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 24JSF11049-Inventory,378.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF11049-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 20250275-Inventory,379,A12001 - Inventory (New),953,953,,,7/26/2025,An Cuong Wood-Working,1542,20250275-Inventory,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,4060.00,
EXTERNAL - 20250275-Inventory,379.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,An Cuong Wood-Working,1542,20250275-Inventory,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,4060.00
EXTERNAL - 24JS121801-Inventory,380,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JS121801-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 24JS121801-Inventory,380.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JS121801-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24BL120203-Inventory,381,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL120203-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5.00,
EXTERNAL - 24BL120203-Inventory,381.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL120203-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5.00
EXTERNAL - 24BL120508-Inventory,382,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24BL120508-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,74.00,
EXTERNAL - 24BL120508-Inventory,382.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24BL120508-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,74.00
EXTERNAL - 24JSF08064-Inventory,383,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF08064-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,20.00,
EXTERNAL - 24JSF08064-Inventory,383.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,24JSF08064-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,20.00
EXTERNAL - GV2024106-A-Balance-2-Inventory,384,A12001 - Inventory (New),953,953,,,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2024106-A-Balance-2-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,977.00,
EXTERNAL - GV2024106-A-Balance-2-Inventory,384.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2024106-A-Balance-2-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,977.00
EXTERNAL - 20250316-Inventory,385,A12001 - Inventory (New),953,953,,,7/26/2025,An Cuong Wood-Working,1542,20250316-Inventory,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,4760.00,
EXTERNAL - 20250316-Inventory,385.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,An Cuong Wood-Working,1542,20250316-Inventory,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,4760.00
EXTERNAL - GV2025003-Inventory,386,A12001 - Inventory (New),953,953,,,7/26/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2025003-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,2260.00,
EXTERNAL - GV2025003-Inventory,386.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2025003-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,2260.00
EXTERNAL - GV2025002-Inventory,387,A12001 - Inventory (New),953,953,,,7/26/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2025002-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,6874.50,
EXTERNAL - GV2025002-Inventory,387.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2025002-Inventory,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,6874.50
EXTERNAL - GV2025008-B-Inventory,388,A12001 - Inventory (New),953,953,,,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025008-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,977.00,
EXTERNAL - GV2025008-B-Inventory,388.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025008-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,977.00
EXTERNAL - GV2025009-B-Inventory,389,A12001 - Inventory (New),953,953,,,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025009-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,977.00,
EXTERNAL - GV2025009-B-Inventory,389.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025009-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,977.00
EXTERNAL - GV2025007-B-Inventory,390,A12001 - Inventory (New),953,953,,,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025007-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,977.00,
EXTERNAL - GV2025007-B-Inventory,390.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025007-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,977.00
EXTERNAL - INVOICE NO.:24JSF11061-Inventory,391,A12001 - Inventory (New),953,953,,,7/26/2025,"Jasfer Industry Co., Limited",137,INVOICE NO.:24JSF11061-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,20.00,
EXTERNAL - INVOICE NO.:24JSF11061-Inventory,391.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Jasfer Industry Co., Limited",137,INVOICE NO.:24JSF11061-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,20.00
EXTERNAL - GV2025011-B-Inventory,392,A12001 - Inventory (New),953,953,,,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025011-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,976.00,
EXTERNAL - GV2025011-B-Inventory,392.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025011-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,976.00
EXTERNAL - GV2025010-B-Inventory,393,A12001 - Inventory (New),953,953,,,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025010-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,976.00,
EXTERNAL - GV2025010-B-Inventory,393.5,,981,,A51001 - Freight - Out - Expense (New),981,7/26/2025,"Xiamen Deyuan Panmin Trading Co., LTD",1295,GV2025010-B-Inventory,"Xiamen Deyuan Panmin Trading Co., LTD - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,976.00
EXTERNAL - 23JS120909-Inventory,394,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,23JS120909-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,90.00,
EXTERNAL - 23JS120909-Inventory,394.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,23JS120909-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,90.00
EXTERNAL - 24BL040204-Inventory,395,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,24BL040204-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,40.00,
EXTERNAL - 24BL040204-Inventory,395.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,24BL040204-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,40.00
EXTERNAL - 24BL051705-Inventory,396,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,24BL051705-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,69.00,
EXTERNAL - 24BL051705-Inventory,396.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,24BL051705-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,69.00
EXTERNAL - 24RT060101-Inventory,397,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,24RT060101-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24RT060101-Inventory,397.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,24RT060101-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - WHGV2408-1-Inventory,398,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,WHGV2408-1-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - WHGV2408-1-Inventory,398.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,WHGV2408-1-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - 24JSF09005-Inventory,399,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF09005-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF09005-Inventory,399.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,24JSF09005-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - 24JS081306-Inventory,400,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS081306-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24JS081306-Inventory,400.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,24JS081306-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
EXTERNAL - 24JS081305-Inventory,401,A12001 - Inventory (New),953,953,,,7/28/2025,"Jasfer Industry Co., Limited",137,24JS081305-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,87.00,
EXTERNAL - 24JS081305-Inventory,401.5,,981,,A51001 - Freight - Out - Expense (New),981,7/28/2025,"Jasfer Industry Co., Limited",137,24JS081305-Inventory,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,87.00
