External ID,S.no,Debit,Account ID,Debit Internal ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit AMT,Credit AMT
EXTERNAL - 24RT102509-AP,509,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102509-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,40.00,
EXTERNAL - 24RT102509-AP,509.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102509-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,40.00
EXTERNAL - 24RT102511-AP,510,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102511-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,77.00,
EXTERNAL - 24RT102511-AP,510.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT102511-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,77.00
EXTERNAL - 24JSF10008-AP,511,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10008-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF10008-AP,511.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10008-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24RT092304-AP,512,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT092304-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT092304-AP,512.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT092304-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24JS103001-AP,513,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS103001-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,43.00,
EXTERNAL - 24JS103001-AP,513.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS103001-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,43.00
EXTERNAL - 24JS101706-AP,514,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS101706-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,44.00,
EXTERNAL - 24JS101706-AP,514.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS101706-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,44.00
EXTERNAL - 24BL11010824-AP,515,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24BL11010824-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,33.00,
EXTERNAL - 24BL11010824-AP,515.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24BL11010824-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,33.00
EXTERNAL - 24JS110108-AP,516,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110108-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,43.00,
EXTERNAL - 24JS110108-AP,516.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110108-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,43.00
EXTERNAL - 24JSF11005-AP,517,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11005-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF11005-AP,517.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11005-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - 24RT110105-AP,518,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110105-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT110105-AP,518.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110105-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JS110808-AP,519,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110808-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,86.00,
EXTERNAL - 24JS110808-AP,519.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS110808-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,86.00
EXTERNAL - 24BL102902-AP,520,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24BL102902-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24BL102902-AP,520.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24BL102902-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF11006-AP,521,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11006-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,35.00,
EXTERNAL - 24JSF11006-AP,521.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11006-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,35.00
EXTERNAL - 24JSF09020-AP,522,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF09020-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF09020-AP,522.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF09020-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24JSF10064-AP,523,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10064-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,177.00,
EXTERNAL - 24JSF10064-AP,523.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10064-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,177.00
EXTERNAL - 72500017-AP,524,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,TMLeade,1957,72500017-AP,TMLeade - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,116.00,
EXTERNAL - 72500017-AP,524.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,TMLeade,1957,72500017-AP,TMLeade - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,116.00
EXTERNAL - 24JSF11016-AP,525,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11016-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,77.00,
EXTERNAL - 24JSF11016-AP,525.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11016-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,77.00
EXTERNAL - 24BL110703-AP,526,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24BL110703-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,33.00,
EXTERNAL - 24BL110703-AP,526.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24BL110703-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,33.00
EXTERNAL - 24JSF11002-AP,527,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11002-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF11002-AP,527.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11002-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24RT110701-AP,528,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110701-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT110701-AP,528.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110701-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 23BL121204-AP,529,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,23BL121204-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 23BL121204-AP,529.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,23BL121204-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF10071-AP,530,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10071-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,154.00,
EXTERNAL - 24JSF10071-AP,530.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10071-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,154.00
EXTERNAL - GV2024083-AP,531,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024083-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,162.00,
EXTERNAL - GV2024083-AP,531.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024083-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,162.00
EXTERNAL - 24JSF11011-AP,532,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11011-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,65.00,
EXTERNAL - 24JSF11011-AP,532.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11011-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,65.00
EXTERNAL - 24RT110801-AP,533,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110801-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT110801-AP,533.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT110801-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24JSF08010-AP,534,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF08010-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,64.00,
EXTERNAL - 24JSF08010-AP,534.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF08010-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,64.00
EXTERNAL - 24JS112001-AP,535,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS112001-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,33.00,
EXTERNAL - 24JS112001-AP,535.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS112001-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,33.00
EXTERNAL - 24JSF11029-AP,536,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11029-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,104.00,
EXTERNAL - 24JSF11029-AP,536.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11029-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,104.00
EXTERNAL - GV2024082-AP,537,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024082-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,162.00,
EXTERNAL - GV2024082-AP,537.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024082-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,162.00
EXTERNAL - 24RT111102-AP,538,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111102-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT111102-AP,538.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111102-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24JSF11022-AP,539,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11022-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,68.00,
EXTERNAL - 24JSF11022-AP,539.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11022-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,68.00
EXTERNAL - 24RT111407-AP,540,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111407-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,40.00,
EXTERNAL - 24RT111407-AP,540.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111407-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,40.00
EXTERNAL - 24JSF11033-AP,541,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11033-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,35.00,
EXTERNAL - 24JSF11033-AP,541.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11033-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,35.00
EXTERNAL - 24RT111405-AP,542,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111405-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT111405-AP,542.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111405-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
EXTERNAL - 24JS111101-AP,543,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111101-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,44.00,
EXTERNAL - 24JS111101-AP,543.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111101-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,44.00
EXTERNAL - 24RT112701-AP,544,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT112701-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24RT112701-AP,544.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT112701-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24JS111304-AP,545,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111304-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,43.00,
EXTERNAL - 24JS111304-AP,545.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JS111304-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,43.00
EXTERNAL - 24JSF12012-AP,546,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF12012-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF12012-AP,546.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF12012-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - GV2024098-AP,547,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024098-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,243.00,
EXTERNAL - GV2024098-AP,547.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024098-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,243.00
EXTERNAL - GV2024105-AP,548,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024105-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,81.00,
EXTERNAL - GV2024105-AP,548.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Cambodian Zulite Stone Co., Ltd.",1237,GV2024105-AP,"Cambodian Zulite Stone Co., Ltd. - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,81.00
EXTERNAL - SR388-2B2-AP,549,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,Richwood Hospitality Co. LTD,1285,SR388-2B2-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,650.00,
EXTERNAL - SR388-2B2-AP,549.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,Richwood Hospitality Co. LTD,1285,SR388-2B2-AP,Richwood Hospitality Co. LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,650.00
EXTERNAL - 24JSF12013-AP,550,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF12013-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF12013-AP,550.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF12013-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24JSF10020-AP,551,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10020-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF10020-AP,551.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF10020-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24JSF11064-AP,552,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11064-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,34.00,
EXTERNAL - 24JSF11064-AP,552.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24JSF11064-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,34.00
EXTERNAL - 24RT111801-AP,553,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111801-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,39.00,
EXTERNAL - 24RT111801-AP,553.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT111801-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,39.00
EXTERNAL - 24RT112008-AP,554,A51001 - Freight - Out - Expense (New),981,981,,,7/29/2025,"Jasfer Industry Co., Limited",137,24RT112008-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,32.00,
EXTERNAL - 24RT112008-AP,554.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/29/2025,"Jasfer Industry Co., Limited",137,24RT112008-AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,32.00
