External ID,SL.NO,Date, Acc ID,Credit Acc,Invoice#,Location,Type,Memo,Party,Entity ID,Debit,Credit
ACC_REG-35652,174,07/17/2024,974,,35652,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,2428.74,
ACC_REG-35652,174.5,07/17/2024,950,950,35652,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,,2428.74
ACC_REG-35701,175,07/17/2024,974,,35701,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,232.06,
ACC_REG-35701,175.5,07/17/2024,950,950,35701,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,232.06
ACC_REG-34606/8,176,07/18/2024,974,,34606/8,GV,Invoice,Import of sales discount from SPS,"La Quinta - Tampa Bay, FL (Airport)",3714,0.01,
ACC_REG-34606/8,176.5,07/18/2024,950,950,34606/8,GV,Invoice,Import of sales discount from SPS,"La Quinta - Tampa Bay, FL (Airport)",3714,,0.01
ACC_REG-36647,177,07/18/2024,974,,36647,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,506.28,
ACC_REG-36647,177.5,07/18/2024,950,950,36647,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,506.28
ACC_REG-36649,178,07/18/2024,974,,36649,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,740.82,
ACC_REG-36649,178.5,07/18/2024,950,950,36649,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,740.82
ACC_REG-36650,179,07/18/2024,974,,36650,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,49.74,
ACC_REG-36650,179.5,07/18/2024,950,950,36650,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,49.74
ACC_REG-36654,180,07/18/2024,974,,36654,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,55.68,
ACC_REG-36654,180.5,07/18/2024,950,950,36654,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,55.68
ACC_REG-36646/4,181,07/19/2024,974,,36646/4,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,323.51,
ACC_REG-36646/4,181.5,07/19/2024,950,950,36646/4,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,323.51
ACC_REG-36648,182,07/19/2024,974,,36648,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,292.92,
ACC_REG-36648,182.5,07/19/2024,950,950,36648,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,292.92
ACC_REG-36653,183,07/19/2024,974,,36653,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,40.73,
ACC_REG-36653,183.5,07/19/2024,950,950,36653,GV,Invoice,Import of sales discount from SPS,SUPREME BRIGHT ATLANTIC CITY LLC (TRIBUTE SEAHAUS),3393,,40.73
ACC_REG-35604,184,07/23/2024,974,,35604,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,3314,94.27,
ACC_REG-35604,184.5,07/23/2024,950,950,35604,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Element Carmel Indiana,3314,,94.27
ACC_REG-35215/3,185,07/29/2024,974,,35215/3,GV,Invoice,Import of sales discount from SPS,Ascent Home2 Montgomery,2571,1219.39,
ACC_REG-35215/3,185.5,07/29/2024,950,950,35215/3,GV,Invoice,Import of sales discount from SPS,Ascent Home2 Montgomery,2571,,1219.39
ACC_REG-36070/6,186,07/29/2024,974,,36070/6,GV,Invoice,Import of sales discount from SPS,Newcrest - Courtyard By Marriott Chicago OHare,3715,4215.33,
ACC_REG-36070/6,186.5,07/29/2024,950,950,36070/6,GV,Invoice,Import of sales discount from SPS,Newcrest - Courtyard By Marriott Chicago OHare,3715,,4215.33
ACC_REG-34965/3,187,07/31/2024,974,,34965/3,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,535.00,
ACC_REG-34965/3,187.5,07/31/2024,950,950,34965/3,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,,535.00
ACC_REG-34968/3,188,07/31/2024,974,,34968/3,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,5437.21,
ACC_REG-34968/3,188.5,07/31/2024,950,950,34968/3,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,,5437.21
ACC_REG-34973/6,189,07/31/2024,974,,34973/6,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,5726.74,
ACC_REG-34973/6,189.5,07/31/2024,950,950,34973/6,GV,Invoice,Import of sales discount from SPS,LaQuinta Inn & Suites Oxford AL,2752,,5726.74
ACC_REG-35640/4,190,07/31/2024,974,,35640/4,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,2423.82,
ACC_REG-35640/4,190.5,07/31/2024,950,950,35640/4,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,,2423.82
ACC_REG-35642/2,191,07/31/2024,974,,35642/2,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,3544.91,
ACC_REG-35642/2,191.5,07/31/2024,950,950,35642/2,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,,3544.91
ACC_REG-35643/4,192,07/31/2024,974,,35643/4,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,2577.58,
ACC_REG-35643/4,192.5,07/31/2024,950,950,35643/4,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,,2577.58
ACC_REG-35689,193,07/31/2024,974,,35689,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,3193.75,
ACC_REG-35689,193.5,07/31/2024,950,950,35689,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,3193.75
ACC_REG-35694/2,194,07/31/2024,974,,35694/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,2099.33,
ACC_REG-35694/2,194.5,07/31/2024,950,950,35694/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,2099.33
ACC_REG-35699,195,07/31/2024,974,,35699,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,486.33,
ACC_REG-35699,195.5,07/31/2024,950,950,35699,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,486.33
ACC_REG-35709/2,196,07/31/2024,974,,35709/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,28045.86,
ACC_REG-35709/2,196.5,07/31/2024,950,950,35709/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,28045.86
ACC_REG-35719,197,07/31/2024,974,,35719,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,1307.18,
ACC_REG-35719,197.5,07/31/2024,950,950,35719,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,1307.18
ACC_REG-35729,198,07/31/2024,974,,35729,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,1042.15,
ACC_REG-35729,198.5,07/31/2024,950,950,35729,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,1042.15
ACC_REG-36082,199,07/31/2024,974,,36082,GV,Invoice,Import of sales discount from SPS,"Pinnacle Marble And Granite, Inc",632,1796.25,
ACC_REG-36082,199.5,07/31/2024,950,950,36082,GV,Invoice,Import of sales discount from SPS,"Pinnacle Marble And Granite, Inc",632,,1796.25
ACC_REG-36285,200,07/31/2024,974,,36285,GV,Invoice,Import of sales discount from SPS,"Pinnacle Marble And Granite, Inc",632,1.35,
ACC_REG-36285,200.5,07/31/2024,950,950,36285,GV,Invoice,Import of sales discount from SPS,"Pinnacle Marble And Granite, Inc",632,,1.35
ACC_REG-36285,201,07/31/2024,974,,36285,GV,Invoice,Import of sales discount from SPS,"Pinnacle Marble And Granite, Inc",632,0.01,
ACC_REG-36285,201.5,07/31/2024,950,950,36285,GV,Invoice,Import of sales discount from SPS,"Pinnacle Marble And Granite, Inc",632,,0.01
ACC_REG-36668,202,07/31/2024,974,,36668,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,219.88,
ACC_REG-36668,202.5,07/31/2024,950,950,36668,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,,219.88
ACC_REG-32453/3,203,08/01/2024,974,,32453/3,GV,Invoice,Import of sales discount from SPS,LaQuinta - Columbia SC - Ashok Patel,3712,632.43,
ACC_REG-32453/3,203.5,08/01/2024,950,950,32453/3,GV,Invoice,Import of sales discount from SPS,LaQuinta - Columbia SC - Ashok Patel,3712,,632.43
ACC_REG-35653/2,204,08/07/2024,974,,35653/2,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,507.76,
ACC_REG-35653/2,204.5,08/07/2024,950,950,35653/2,GV,Invoice,Import of sales discount from SPS,Wyndham Trademark Fredericksburg,3404,,507.76
ACC_REG-35704,205,08/07/2024,974,,35704,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,1285.38,
ACC_REG-35704,205.5,08/07/2024,950,950,35704,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,1285.38
ACC_REG-36680,206,08/07/2024,974,,36680,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,119.17,
ACC_REG-36680,206.5,08/07/2024,950,950,36680,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,,119.17
ACC_REG-35075/4,207,08/13/2024,974,,35075/4,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2520,365.31,
ACC_REG-35075/4,207.5,08/13/2024,950,950,35075/4,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2520,,365.31
ACC_REG-35076/6,208,08/13/2024,974,,35076/6,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2520,429.08,
ACC_REG-35076/6,208.5,08/13/2024,950,950,35076/6,GV,Invoice,Import of sales discount from SPS,Hampton Inn Rosenberg,2520,,429.08
ACC_REG-35692,209,08/15/2024,974,,35692,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,3820.40,
ACC_REG-35692,209.5,08/15/2024,950,950,35692,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,3820.40
ACC_REG-35702,210,08/15/2024,974,,35702,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,89.56,
ACC_REG-35702,210.5,08/15/2024,950,950,35702,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,89.56
ACC_REG-31183/9,211,08/20/2024,974,,31183/9,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality/ Marriott Mobile AL,2621,16575.08,
ACC_REG-31183/9,211.5,08/20/2024,950,950,31183/9,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality/ Marriott Mobile AL,2621,,16575.08
ACC_REG-32689/2,212,08/20/2024,974,,32689/2,GV,Invoice,Import of sales discount from SPS,"La Quinta, Huntsville AL",3362,3373.30,
ACC_REG-32689/2,212.5,08/20/2024,950,950,32689/2,GV,Invoice,Import of sales discount from SPS,"La Quinta, Huntsville AL",3362,,3373.30
ACC_REG-35705,213,08/20/2024,974,,35705,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,37.58,
ACC_REG-35705,213.5,08/20/2024,950,950,35705,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,37.58
ACC_REG-35706,214,08/20/2024,974,,35706,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,37.58,
ACC_REG-35706,214.5,08/20/2024,950,950,35706,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,37.58
ACC_REG-35713,215,08/23/2024,974,,35713,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,2906.31,
ACC_REG-35713,215.5,08/23/2024,950,950,35713,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,2906.31
ACC_REG-35949,216,08/26/2024,974,,35949,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,1693.26,
ACC_REG-35949,216.5,08/26/2024,950,950,35949,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,,1693.26
ACC_REG-36737,217,08/26/2024,974,,36737,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,1381.87,
ACC_REG-36737,217.5,08/26/2024,950,950,36737,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,1381.87
ACC_REG-35720,218,08/27/2024,974,,35720,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,321.27,
ACC_REG-35720,218.5,08/27/2024,950,950,35720,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,321.27
ACC_REG-36012,219,08/27/2024,974,,36012,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,13606.31,
ACC_REG-36012,219.5,08/27/2024,950,950,36012,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,13606.31
ACC_REG-36679,220,08/27/2024,974,,36679,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,8.14,
ACC_REG-36679,220.5,08/27/2024,950,950,36679,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,,8.14
ACC_REG-35710,221,08/28/2024,974,,35710,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,2972.10,
ACC_REG-35710,221.5,08/28/2024,950,950,35710,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,2972.10
ACC_REG-35712,222,08/28/2024,974,,35712,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,3239.56,
ACC_REG-35712,222.5,08/28/2024,950,950,35712,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,3239.56
ACC_REG-35716,223,08/28/2024,974,,35716,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,957.49,
ACC_REG-35716,223.5,08/28/2024,950,950,35716,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,957.49
ACC_REG-36724,224,08/30/2024,974,,36724,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,4960.61,
ACC_REG-36724,224.5,08/30/2024,950,950,36724,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,4960.61
ACC_REG-36730,225,08/30/2024,974,,36730,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,875.15,
ACC_REG-36730,225.5,08/30/2024,950,950,36730,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,875.15
ACC_REG-33335,226,08/31/2024,974,,33335,GV,Invoice,Import of sales discount from SPS,Laquinta Memphis,3002,827.67,
ACC_REG-33335,226.5,08/31/2024,950,950,33335,GV,Invoice,Import of sales discount from SPS,Laquinta Memphis,3002,,827.67
ACC_REG-34017,227,08/31/2024,974,,34017,GV,Invoice,Import of sales discount from SPS,"La Quinta, Anaheim CA",3361,128.37,
ACC_REG-34017,227.5,08/31/2024,950,950,34017,GV,Invoice,Import of sales discount from SPS,"La Quinta, Anaheim CA",3361,,128.37
ACC_REG-35057/4,228,08/31/2024,974,,35057/4,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,5955.61,
ACC_REG-35057/4,228.5,08/31/2024,950,950,35057/4,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,,5955.61
ACC_REG-35700/2,229,08/31/2024,974,,35700/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,944.22,
ACC_REG-35700/2,229.5,08/31/2024,950,950,35700/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,944.22
ACC_REG-36495,230,08/31/2024,974,,36495,GV,Invoice,Import of sales discount from SPS,Hilton Garden Inn Nashville,2884,1086.01,
ACC_REG-36495,230.5,08/31/2024,950,950,36495,GV,Invoice,Import of sales discount from SPS,Hilton Garden Inn Nashville,2884,,1086.01
ACC_REG-36504,231,08/31/2024,974,,36504,GV,Invoice,Import of sales discount from SPS,Hilton Garden Inn Nashville,2884,286.41,
ACC_REG-36504,231.5,08/31/2024,950,950,36504,GV,Invoice,Import of sales discount from SPS,Hilton Garden Inn Nashville,2884,,286.41
ACC_REG-37058,232,08/31/2024,974,,37058,GV,Invoice,Import of sales discount from SPS,DFW Joseph Investments LLC,1708,1843.19,
ACC_REG-37058,232.5,08/31/2024,950,950,37058,GV,Invoice,Import of sales discount from SPS,DFW Joseph Investments LLC,1708,,1843.19
ACC_REG-35724,233,09/03/2024,974,,35724,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,1637.72,
ACC_REG-35724,233.5,09/03/2024,950,950,35724,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,1637.72
ACC_REG-35698,234,09/19/2024,974,,35698,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,1633.73,
ACC_REG-35698,234.5,09/19/2024,950,950,35698,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 West Lafayette IN,3317,,1633.73
ACC_REG-36723/2,235,09/20/2024,974,,36723/2,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,80.64,
ACC_REG-36723/2,235.5,09/20/2024,950,950,36723/2,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,80.64
ACC_REG-35707/2,236,09/24/2024,974,,35707/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,10663.54,
ACC_REG-35707/2,236.5,09/24/2024,950,950,35707/2,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,10663.54
ACC_REG-35708,237,09/24/2024,974,,35708,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,3654.91,
ACC_REG-35708,237.5,09/24/2024,950,950,35708,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,3654.91
ACC_REG-35718,238,09/24/2024,974,,35718,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,673.27,
ACC_REG-35718,238.5,09/24/2024,950,950,35718,GV,Invoice,Import of sales discount from SPS,Ascent hospitality Home2 Suites Fairburn GA,3316,,673.27
ACC_REG-36720/2,239,09/27/2024,974,,36720/2,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,1005.85,
ACC_REG-36720/2,239.5,09/27/2024,950,950,36720/2,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,1005.85
ACC_REG-36732,240,09/27/2024,974,,36732,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,157.51,
ACC_REG-36732,240.5,09/27/2024,950,950,36732,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,157.51
ACC_REG-33379/3,241,09/30/2024,974,,33379/3,GV,Invoice,Import of sales discount from SPS,LQ Kingston,2358,1510.79,
ACC_REG-33379/3,241.5,09/30/2024,950,950,33379/3,GV,Invoice,Import of sales discount from SPS,LQ Kingston,2358,,1510.79
ACC_REG-33379/3,242,09/30/2024,974,,33379/3,GV,Invoice,Import of sales discount from SPS,LQ Kingston,2358,1666.67,
ACC_REG-33379/3,242.5,09/30/2024,950,950,33379/3,GV,Invoice,Import of sales discount from SPS,LQ Kingston,2358,,1666.67
ACC_REG-35053/2,243,09/30/2024,974,,35053/2,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,4493.51,
ACC_REG-35053/2,243.5,09/30/2024,950,950,35053/2,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,,4493.51
ACC_REG-35054/3,244,09/30/2024,974,,35054/3,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,348.40,
ACC_REG-35054/3,244.5,09/30/2024,950,950,35054/3,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,,348.40
ACC_REG-35055/3,245,09/30/2024,974,,35055/3,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,2039.06,
ACC_REG-35055/3,245.5,09/30/2024,950,950,35055/3,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,,2039.06
ACC_REG-35058/3,246,09/30/2024,974,,35058/3,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,6106.44,
ACC_REG-35058/3,246.5,09/30/2024,950,950,35058/3,GV,Invoice,Import of sales discount from SPS,Devkrupa Hospitality Inc,516,,6106.44
ACC_REG-36694/2,247,09/30/2024,974,,36694/2,GV,Invoice,Import of sales discount from SPS,COLORADO HOSPITALITY SERVICES DELTA THORNTON NORTHGLEN,3716,164.78,
ACC_REG-36694/2,247.5,09/30/2024,950,950,36694/2,GV,Invoice,Import of sales discount from SPS,COLORADO HOSPITALITY SERVICES DELTA THORNTON NORTHGLEN,3716,,164.78
ACC_REG-36695,248,09/30/2024,974,,36695,GV,Invoice,Import of sales discount from SPS,COLORADO HOSPITALITY SERVICES DELTA THORNTON NORTHGLEN,3716,12.80,
ACC_REG-36695,248.5,09/30/2024,950,950,36695,GV,Invoice,Import of sales discount from SPS,COLORADO HOSPITALITY SERVICES DELTA THORNTON NORTHGLEN,3716,,12.80
ACC_REG-37459,249,09/30/2024,974,,37459,GV,Invoice,Import of sales discount from SPS,"La Quinta - Chelsea,AL",3355,3690.00,
ACC_REG-37459,249.5,09/30/2024,950,950,37459,GV,Invoice,Import of sales discount from SPS,"La Quinta - Chelsea,AL",3355,,3690.00
ACC_REG-37459,250,09/30/2024,974,,37459,GV,Invoice,Import of sales discount from SPS,"La Quinta - Chelsea,AL",3355,5006.40,
ACC_REG-37459,250.5,09/30/2024,950,950,37459,GV,Invoice,Import of sales discount from SPS,"La Quinta - Chelsea,AL",3355,,5006.40
ACC_REG-35938/2,251,10/02/2024,974,,35938/2,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,8164.09,
ACC_REG-35938/2,251.5,10/02/2024,950,950,35938/2,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,,8164.09
ACC_REG-35943,252,10/02/2024,974,,35943,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,657.21,
ACC_REG-35943,252.5,10/02/2024,950,950,35943,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,,657.21
ACC_REG-35947/4,253,10/02/2024,974,,35947/4,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,4096.15,
ACC_REG-35947/4,253.5,10/02/2024,950,950,35947/4,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,,4096.15
ACC_REG-35948,254,10/02/2024,974,,35948,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,339.29,
ACC_REG-35948,254.5,10/02/2024,950,950,35948,GV,Invoice,Import of sales discount from SPS,"La Quinta Hawthorn - DeSoto,TX",3119,,339.29
ACC_REG-36678,255,10/02/2024,974,,36678,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,2.54,
ACC_REG-36678,255.5,10/02/2024,950,950,36678,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,,2.54
ACC_REG-36683,256,10/02/2024,974,,36683,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,148.29,
ACC_REG-36683,256.5,10/02/2024,950,950,36683,GV,Invoice,Import of sales discount from SPS,Ascent Hospitality Tribute Carmel Indiana,2628,,148.29
ACC_REG-36735,257,10/03/2024,974,,36735,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,102.41,
ACC_REG-36735,257.5,10/03/2024,950,950,36735,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,102.41
ACC_REG-32455/2,258,10/04/2024,974,,32455/2,GV,Invoice,Import of sales discount from SPS,LaQuinta - Columbia SC - Ashok Patel,3712,24.22,
ACC_REG-32455/2,258.5,10/04/2024,950,950,32455/2,GV,Invoice,Import of sales discount from SPS,LaQuinta - Columbia SC - Ashok Patel,3712,,24.22
ACC_REG-36717,259,10/07/2024,974,,36717,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,636.32,
ACC_REG-36717,259.5,10/07/2024,950,950,36717,GV,Invoice,Import of sales discount from SPS,"ELEMENT FORTSMITH, ARKANSAS",3330,,636.32
ACC_REG-37915/2,260,10/07/2024,974,,37915/2,GV,Invoice,Import of sales discount from SPS,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,5203.77,
ACC_REG-37915/2,260.5,10/07/2024,950,950,37915/2,GV,Invoice,Import of sales discount from SPS,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,,5203.77
ACC_REG-37921,261,10/07/2024,974,,37921,GV,Invoice,Import of sales discount from SPS,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,390.18,
ACC_REG-37921,261.5,10/07/2024,950,950,37921,GV,Invoice,Import of sales discount from SPS,"Someshwar Motel LLC - Comfort Inn Ogallala, NE",3388,,390.18
ACC_REG-37739,262,10/08/2024,974,,37739,GV,Invoice,Import of sales discount from SPS,Nick Platt Construction,2457,305.48,
ACC_REG-37739,262.5,10/08/2024,950,950,37739,GV,Invoice,Import of sales discount from SPS,Nick Platt Construction,2457,,305.48
