External ID,Item internal Id,sold (COGS),Invoice #/Rerence No.,Vendor ID,Vendor,Invoice date,Amount,Subsidiary Id,Subsidiary,Memo,Account,Account ID
NSOPENBALBILL707,40392,freight,20230515015,172,Midstream & Terminal,05/15/2023,"$33,750.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20041,966
NSOPENBALBILL708,40391,cogs,680047,1962,"MileStone Florim USA, Inc.",01/15/2025,"$2,064.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20042,966
NSOPENBALBILL709,40391,cogs,90457176 - 60294,1962,"MileStone Florim USA, Inc.",06/30/2025,"$23,819.04",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20043,966
NSOPENBALBILL710,40391,cogs,14594728,1269,Milliken,12/19/2023,"$7,569.67",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20044,966
NSOPENBALBILL711,40391,cogs,PrePayment  - PO60188,1269,Milliken,06/13/2025,"-$1,026.14",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20045,966
NSOPENBALBILL731,40391,cogs,S020359,1270,Modular Shower Walls,01/01/2025,"$3,729.94",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20046,966
NSOPENBALBILL732,40391,cogs,S020448,1270,Modular Shower Walls,01/01/2025,$0.07,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20047,966
NSOPENBALBILL733,40391,cogs,S020537,1270,Modular Shower Walls,01/15/2025,$0.19,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20048,966
NSOPENBALBILL734,40391,cogs,S020365,1270,Modular Shower Walls,02/01/2025,"$3,933.93",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20049,966
NSOPENBALBILL735,40391,cogs,S020971,1270,Modular Shower Walls,03/28/2025,"$19,580.88",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20050,966
NSOPENBALBILL736,40391,cogs,S020972,1270,Modular Shower Walls,03/28/2025,"$22,480.30",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20051,966
NSOPENBALBILL737,40391,cogs,S020973,1270,Modular Shower Walls,03/28/2025,"$14,412.83",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20052,966
NSOPENBALBILL738,40391,cogs,S020974-RPL,1270,Modular Shower Walls,03/28/2025,$534.82,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20053,966
NSOPENBALBILL739,40391,cogs,S020975,1270,Modular Shower Walls,03/28/2025,"$1,324.81",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20054,966
NSOPENBALBILL740,40391,cogs,S021038,1270,Modular Shower Walls,04/07/2025,$627.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20055,966
NSOPENBALBILL741,40391,cogs,S021063,1270,Modular Shower Walls,04/10/2025,"$9,332.40",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20120,966
NSOPENBALBILL742,40391,cogs,S021064,1270,Modular Shower Walls,04/10/2025,"$1,054.05",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20121,966
NSOPENBALBILL743,40391,cogs,S021076,1270,Modular Shower Walls,04/15/2025,"$6,585.59",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20122,966
NSOPENBALBILL744,40391,cogs,S021121,1270,Modular Shower Walls,04/25/2025,"$1,572.59",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20123,966
NSOPENBALBILL745,40391,cogs,S021134,1270,Modular Shower Walls,04/29/2025,"$28,904.40",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20124,966
NSOPENBALBILL746,40391,cogs,S021137,1270,Modular Shower Walls,04/29/2025,"$4,390.92",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20125,966
NSOPENBALBILL747,40391,cogs,S021152,1270,Modular Shower Walls,04/30/2025,"$3,914.00",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20126,966
NSOPENBALBILL748,40391,cogs,S021153,1270,Modular Shower Walls,04/30/2025,"$1,777.60",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20127,966
NSOPENBALBILL749,40391,cogs,S021191,1270,Modular Shower Walls,05/07/2025,$322.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20128,966
NSOPENBALBILL750,40391,cogs,S021249,1270,Modular Shower Walls,05/16/2025,$566.02,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20129,966
NSOPENBALBILL751,40391,cogs,S021254,1270,Modular Shower Walls,05/16/2025,"$2,542.55",3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20130,966
NSOPENBALBILL752,40391,cogs,S021275,1270,Modular Shower Walls,05/21/2025,$28.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,,
