NSOPENBALBILL172,40391,cogs,2024/FE/0000036,15,1253,GIBAM SHOPS SPA,02/28/2024,02/28/2024,854.09,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL173,40391,cogs,2024/FE/0000035,15,1253,GIBAM SHOPS SPA,02/28/2024,02/28/2024,1265.60,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL174,40391,cogs,2024/FE/0000038,15,1253,GIBAM SHOPS SPA,02/28/2024,02/28/2024,3526.96,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL175,40391,cogs,"39, 40, 41, 50, 56",18,1253,GIBAM SHOPS SPA,02/28/2024,02/28/2024,61328.73,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL176,40391,cogs,"2024/FE/0000052, 88",19,1253,GIBAM SHOPS SPA,02/29/2024,02/29/2024,9330.63,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL177,40391,cogs,2024/FE/0000054,15,1253,GIBAM SHOPS SPA,02/29/2024,02/29/2024,1166.89,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL178,40391,cogs,2024/FE/0000053,15,1253,GIBAM SHOPS SPA,02/29/2024,02/29/2024,581.54,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL179,40391,cogs,2024/FE/0000058,15,1253,GIBAM SHOPS SPA,03-01-2024,01/03/2024,14947.40,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL180,40391,cogs,"59, 66, 67, 68",14,1253,GIBAM SHOPS SPA,03-01-2024,01/03/2024,44105.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL181,40391,cogs,2024/FE/0000062,15,1253,GIBAM SHOPS SPA,03-04-2024,04/03/2024,119.10,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL182,40391,cogs,2024/FE/0000063,15,1253,GIBAM SHOPS SPA,03-04-2024,04/03/2024,109.35,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL183,40391,cogs,2024/FE/0000069,15,1253,GIBAM SHOPS SPA,03-08-2024,08/03/2024,8243.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL184,40391,cogs,"2024/FE/0000077,78",18,1253,GIBAM SHOPS SPA,03/15/2024,03/15/2024,52.59,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL185,40391,cogs,2024/FE/0000074,15,1253,GIBAM SHOPS SPA,03/15/2024,03/15/2024,20216.38,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL186,40391,cogs,2024/FE/0000075,15,1253,GIBAM SHOPS SPA,03/15/2024,03/15/2024,2765.95,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL188,40391,cogs,2024/FE/0000085,15,1253,GIBAM SHOPS SPA,03/21/2024,03/21/2024,212.86,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL189,40391,cogs,2024/FE/0000084,15,1253,GIBAM SHOPS SPA,03/21/2024,03/21/2024,196.17,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL190,40391,cogs,2024/FE/0000086,15,1253,GIBAM SHOPS SPA,03/21/2024,03/21/2024,210.84,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL191,40391,cogs,2024/FE/0000082,15,1253,GIBAM SHOPS SPA,03/21/2024,03/21/2024,9027.12,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL192,40391,cogs,2024/FE/0000083,15,1253,GIBAM SHOPS SPA,03/21/2024,03/21/2024,220.00,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL193,40391,cogs,2024/FE/0000081,15,1253,GIBAM SHOPS SPA,03/21/2024,03/21/2024,244.03,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL194,40391,cogs,"95, 96, 97",10,1253,GIBAM SHOPS SPA,03/28/2024,03/28/2024,46656.74,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL196,40391,cogs,108109,6,1253,GIBAM SHOPS SPA,05-04-2024,04/05/2024,54.26,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL197,40391,cogs,2023/FE/0000499,15,1253,GIBAM SHOPS SPA,06-01-2024,01/06/2024,109.44,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL198,40391,cogs,2023/FE/0000509,15,1253,GIBAM SHOPS SPA,06-01-2024,01/06/2024,9403.44,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL199,40391,cogs,2023/FE/0000510,15,1253,GIBAM SHOPS SPA,06-01-2024,01/06/2024,513.27,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL201,40391,cogs,2024/FE/0000191,15,1253,GIBAM SHOPS SPA,06/24/2024,06/24/2024,0.91,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL202,40391,cogs,"194, 195",8,1253,GIBAM SHOPS SPA,06/26/2024,06/26/2024,22.49,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL203,40391,cogs,2024/FE/0000197,15,1253,GIBAM SHOPS SPA,06/28/2024,06/28/2024,0.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL205,40391,cogs,"222, 223, 224",13,1253,GIBAM SHOPS SPA,06/28/2024,06/28/2024,360.01,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL206,40391,cogs,2024/FE/0000236,15,1253,GIBAM SHOPS SPA,07-12-2024,12/07/2024,2577.97,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL207,40391,cogs,2024/FE/0000238,15,1253,GIBAM SHOPS SPA,07/22/2024,07/22/2024,1694.15,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL208,40391,cogs,2024/FE/0000243,15,1253,GIBAM SHOPS SPA,07/23/2024,07/23/2024,178.90,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL209,40391,cogs,2024/FE/0000244,15,1253,GIBAM SHOPS SPA,07/23/2024,07/23/2024,544.11,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL210,40391,cogs,2024/FE/0000267,15,1253,GIBAM SHOPS SPA,07/31/2024,07/31/2024,14790.76,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL211,40391,cogs,2024/FE/0000266,15,1253,GIBAM SHOPS SPA,07/31/2024,07/31/2024,1735.67,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL212,40391,cogs,2024/FE/0000168,15,1253,GIBAM SHOPS SPA,08-01-2024,01/08/2024,19051.06,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL213,40391,cogs,2023/FE/0000364,15,1253,GIBAM SHOPS SPA,08-01-2024,01/08/2024,6194.25,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL214,40391,cogs,"269, 270. 272, 311",18,1253,GIBAM SHOPS SPA,08-02-2024,02/08/2024,36810.02,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
NSOPENBALBILL216,40391,cogs,2024/FE/0000264,15,1253,GIBAM SHOPS SPA,08-07-2024,07/08/2024,17241.56,3,Graniti Vicentia LLC,Import SPS data by Invoice in NetSuite,A20001,966
